Severity	Code	Description	Project	File	Line	Suppression State	Details
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'INJECTION_FLUID' and no accessible extension method 'INJECTION_FLUID' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\PermitFieldValueResolver.cs	73		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'MAXIMUM_INJECTION_PRESSURE' and no accessible extension method 'MAXIMUM_INJECTION_PRESSURE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\PermitFieldValueResolver.cs	74		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'MAXIMUM_INJECTION_RATE' and no accessible extension method 'MAXIMUM_INJECTION_RATE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\PermitFieldValueResolver.cs	75		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'INJECTION_RATE_UNIT' and no accessible extension method 'INJECTION_RATE_UNIT' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\PermitFieldValueResolver.cs	76		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'MONITORING_REQUIREMENTS' and no accessible extension method 'MONITORING_REQUIREMENTS' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\PermitFieldValueResolver.cs	77		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'INJECTION_WELL_UWI' and no accessible extension method 'INJECTION_WELL_UWI' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\PermitFieldValueResolver.cs	78		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'IS_CO2_STORAGE_IND' and no accessible extension method 'IS_CO2_STORAGE_IND' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\PermitFieldValueResolver.cs	79		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'IS_GAS_STORAGE_IND' and no accessible extension method 'IS_GAS_STORAGE_IND' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\PermitFieldValueResolver.cs	80		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'IS_BRINE_MINING_IND' and no accessible extension method 'IS_BRINE_MINING_IND' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\PermitFieldValueResolver.cs	81		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'WELL_UWI' and no accessible extension method 'WELL_UWI' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\AerDrillingRule.cs	23		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'LEGAL_DESCRIPTION' and no accessible extension method 'LEGAL_DESCRIPTION' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\AerDrillingRule.cs	24		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'SURFACE_OWNER_NOTIFIED_IND' and no accessible extension method 'SURFACE_OWNER_NOTIFIED_IND' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\AerDrillingRule.cs	27		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'WELL_UWI' and no accessible extension method 'WELL_UWI' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\BcerDrillingRule.cs	23		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'LEGAL_DESCRIPTION' and no accessible extension method 'LEGAL_DESCRIPTION' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\BcerDrillingRule.cs	24		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'WELL_UWI' and no accessible extension method 'WELL_UWI' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\BoemDrillingRule.cs	23		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'SPACING_UNIT' and no accessible extension method 'SPACING_UNIT' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\BoemDrillingRule.cs	27		
Error (active)	CS1061	'ENVIRONMENTAL_PERMIT_APPLICATION' does not contain a definition for 'NORM_INVOLVED_IND' and no accessible extension method 'NORM_INVOLVED_IND' accepting a first argument of type 'ENVIRONMENTAL_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\BseeEnvironmentalRule.cs	27		
Error (active)	CS0019	Operator '??' cannot be applied to operands of type 'IReadOnlyList<APPLICATION_ATTACHMENT>' and 'APPLICATION_ATTACHMENT[]'	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RequiredFormsRule.cs	24		
Error (active)	CS0234	The type or namespace name 'APPLICATION_ATTACHMENT' does not exist in the namespace 'Beep.OilandGas.Models.Data.PermitsAndApplications' (are you missing an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RequiredFormsRule.cs	24		
Error (active)	CS1061	'REQUIRED_FORM' does not contain a definition for 'FORM_CODE' and no accessible extension method 'FORM_CODE' accepting a first argument of type 'REQUIRED_FORM' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RequiredFormsRule.cs	29		
Error (active)	CS1061	'REQUIRED_FORM' does not contain a definition for 'FORM_CODE' and no accessible extension method 'FORM_CODE' accepting a first argument of type 'REQUIRED_FORM' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RequiredFormsRule.cs	31		
Error (active)	CS1061	'APPLICATION_ATTACHMENT' does not contain a definition for 'DOCUMENT_TYPE' and no accessible extension method 'DOCUMENT_TYPE' accepting a first argument of type 'APPLICATION_ATTACHMENT' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RequiredFormsRule.cs	55		
Error (active)	CS1061	'APPLICATION_ATTACHMENT' does not contain a definition for 'DOCUMENT_TYPE' and no accessible extension method 'DOCUMENT_TYPE' accepting a first argument of type 'APPLICATION_ATTACHMENT' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RequiredFormsRule.cs	55		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'WELL_UWI' and no accessible extension method 'WELL_UWI' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RrcDrillingRule.cs	23		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'LEGAL_DESCRIPTION' and no accessible extension method 'LEGAL_DESCRIPTION' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RrcDrillingRule.cs	24		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'SURFACE_OWNER_NOTIFIED_IND' and no accessible extension method 'SURFACE_OWNER_NOTIFIED_IND' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RrcDrillingRule.cs	28		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'ENVIRONMENTAL_ASSESSMENT_REQUIRED_IND' and no accessible extension method 'ENVIRONMENTAL_ASSESSMENT_REQUIRED_IND' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RrcDrillingRule.cs	30		
Error (active)	CS1061	'DRILLING_PERMIT_APPLICATION' does not contain a definition for 'ENVIRONMENTAL_ASSESSMENT_REFERENCE' and no accessible extension method 'ENVIRONMENTAL_ASSESSMENT_REFERENCE' accepting a first argument of type 'DRILLING_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RrcDrillingRule.cs	32		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'INJECTION_FLUID' and no accessible extension method 'INJECTION_FLUID' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RrcInjectionRule.cs	25		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'INJECTION_WELL_UWI' and no accessible extension method 'INJECTION_WELL_UWI' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RrcInjectionRule.cs	26		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'MAXIMUM_INJECTION_PRESSURE' and no accessible extension method 'MAXIMUM_INJECTION_PRESSURE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RrcInjectionRule.cs	27		
Error (active)	CS1061	'INJECTION_PERMIT_APPLICATION' does not contain a definition for 'MAXIMUM_INJECTION_RATE' and no accessible extension method 'MAXIMUM_INJECTION_RATE' accepting a first argument of type 'INJECTION_PERMIT_APPLICATION' could be found (are you missing a using directive or an assembly reference?)	Beep.OilandGas.PermitsAndApplications (net10.0)	C:\Users\f_ald\source\repos\The-Tech-Idea\Beep.OilandGas\Beep.OilandGas.PermitsAndApplications\Validation\Rules\RrcInjectionRule.cs	28		
